match_id,radiant_win
6,0.8246594683102308
7,0.7572148046022319
10,0.18779538815743135
13,0.8623924139074063
16,0.23997977536264806
18,0.3791743894060544
19,0.5287375729863291
24,0.5659024210674329
33,0.21597959223993313
37,0.6714641289746875
41,0.15629534643985793
42,0.3267214077596913
55,0.23337916730792382
60,0.6736108046625692
62,0.5546038154922789
63,0.6004007332483667
64,0.08991749575386601
71,0.553757744087813
72,0.3176333922508184
83,0.5013407641085232
85,0.7825188761601432
89,0.9300478746001228
92,0.7556376690987912
100,0.959063889579835
102,0.8832708999239762
108,0.5374354450447695
111,0.7773976945493345
126,0.18003630190620842
130,0.051669325734850786
140,0.790077885481891
141,0.2530384898758013
152,0.8392256263152073
153,0.7400227347948846
159,0.554890735799927
160,0.5804627628913431
163,0.6014497156907799
178,0.5589222578487614
179,0.3568391859312753
181,0.6779683225874646
196,0.14561897888370606
206,0.1163851252925855
209,0.5475442854541669
216,0.549123200592239
228,0.07617049156157032
230,0.41856681560226255
242,0.717484300272441
245,0.1684641719830067
261,0.49999498827761396
274,0.47492997342140947
282,0.7406077923212637
289,0.5220748034866138
296,0.09536049952321934
297,0.607820215515219
302,0.302568846273583
304,0.022691312999901007
313,0.7992217541748569
316,0.4907221196220988
317,0.4146252482955036
344,0.8790074882596545
348,0.7466638670789568
352,0.5059252449391611
354,0.55564677679936
361,0.4517390080478599
362,0.21771483323660892
363,0.7420954417950134
365,0.39718114310340014
375,0.2957037197556356
380,0.3204655562322106
384,0.5354430270348153
394,0.7737976137907862
399,0.6037037221102529
404,0.725167209653003
406,0.6499642995731538
430,0.14708499021019542
432,0.32845662232005857
443,0.46200095594893
463,0.612876355132948
467,0.5250826503994241
474,0.18401901934041548
488,0.22448061971599573
502,0.907807770266339
503,0.2627336272630827
507,0.28655146114077434
508,0.3841410303082239
509,0.44860007054396595
516,0.3529024899470539
528,0.2757642844377962
542,0.6093938357871151
547,0.17641825264353897
552,0.5487193436690782
555,0.6125041077439418
561,0.6337553493794419
569,0.8057307688231203
575,0.9493075476825649
576,0.8116518676619585
582,0.183542457319172
585,0.4449844960124305
586,0.5592648284507541
590,0.8017357758698361
592,0.22486176541189554
598,0.39416279617002953
599,0.2675963583820723
600,0.7324968708263675
601,0.5506565666637612
603,0.30942758790461333
617,0.46556939569824773
628,0.4606692357611313
634,0.13843189479208076
635,0.3049197518195937
639,0.41936630796584545
644,0.6546221274750306
646,0.7510178849489818
650,0.08298854235273799
659,0.8356612145371005
663,0.37363674117252327
668,0.641739287427836
670,0.40340928340111937
678,0.41983486328010117
679,0.27219356191114874
686,0.780396013891218
694,0.2764759716091561
696,0.8968243101539843
702,0.8913237673449784
709,0.38397296067089154
712,0.3594401462677149
723,0.22041856881823305
729,0.42506246501499245
733,0.7339912168785085
735,0.38234913187264563
737,0.36679121198169823
749,0.6890431572508897
752,0.4769242600831964
767,0.919065682715785
771,0.1183450848876157
778,0.4927960825501617
780,0.7489070178990427
790,0.49176215333483253
797,0.3652944717621855
802,0.32323263749935177
805,0.7089724754917988
807,0.7745557513111602
808,0.8441963760150235
811,0.3372003398692154
815,0.127297723707933
820,0.7544176325225699
838,0.1605361347464132
861,0.1521075452204318
886,0.22489681189001162
889,0.10320399922575224
904,0.6457891322084596
913,0.4375005001491753
928,0.7022687639438353
931,0.6120911270395321
932,0.6713602250722117
945,0.740532356976722
953,0.8499614731161557
955,0.3464626154435975
970,0.537652338882129
972,0.41448322977491564
978,0.5773193561748461
982,0.7889401979082884
983,0.721962003398582
984,0.3298167100412341
987,0.5493754979086923
1000,0.6140846134048074
1006,0.6051954751404243
1014,0.7435142034233706
1030,0.5412369172070177
1037,0.7281041751536735
1044,0.6118013363053066
1046,0.7931941865961353
1048,0.40324979096100044
1053,0.860942385927338
1057,0.6946813928304068
1077,0.8822223657364338
1085,0.9638362196496084
1087,0.7406112306408542
1088,0.7347768364007339
1096,0.10785020329605921
1098,0.9592522893730603
1100,0.10341991901796825
1113,0.7206065216586365
1119,0.7251082392713526
1127,0.5128239617308216
1142,0.36037288157961317
1148,0.3512634153372273
1157,0.2053599052811254
1158,0.76629747838528
1163,0.4159834518528818
1167,0.6580813348918203
1168,0.3381938771398315
1181,0.058196605004749574
1183,0.23245019595977992
1191,0.5739534181935854
1192,0.16370442604596
1198,0.7826933408712007
1216,0.16717058724169365
1218,0.6492072658275716
1221,0.9647033754693027
1222,0.32519051146775885
1225,0.1463197354651497
1226,0.4354231519262205
1230,0.20049092642463856
1242,0.7487927536001647
1247,0.671075003798857
1253,0.32157372938867523
1259,0.6033152159577937
1271,0.8592843181929438
1282,0.5320382948495134
1284,0.9476569900692554
1293,0.4136471204675273
1294,0.6060229157261233
1298,0.44241954458021265
1306,0.6121125523559134
1316,0.7198754077200962
1321,0.3156703170082686
1331,0.4270254757407187
1336,0.1852759977799823
1341,0.5525197346936527
1348,0.5110523545455694
1356,0.8609914280586646
1384,0.28059326382644323
1389,0.6105321643410231
1391,0.6168547166223598
1413,0.802298378699062
1419,0.6185883873107434
1426,0.831538384066392
1440,0.6636630366977349
1445,0.5857274973125567
1465,0.40892722455025077
1470,0.48115743037415587
1472,0.47561415527844086
1484,0.5522649123957549
1485,0.1041116575410905
1486,0.8930800311338727
1488,0.5681258112218395
1498,0.040207671239470354
1508,0.6511673916165824
1518,0.8462191571226428
1526,0.22634995179024897
1527,0.7571185327625208
1528,0.22580733788445795
1540,0.6313840393110731
1546,0.46800226568999037
1551,0.7948501268891872
1564,0.742659335572581
1565,0.8856088630380143
1568,0.9312811306727642
1572,0.6481655248956163
1573,0.11127994932041471
1581,0.4221601294915388
1585,0.890226500069405
1588,0.25780667281687747
1595,0.22047778380542202
1596,0.27042537751842555
1603,0.30211386863157325
1615,0.6104041500540023
1621,0.46321994723776944
1623,0.2523923435181332
1630,0.4222529315111487
1636,0.6684858383483556
1642,0.21347493971379813
1654,0.7462031274797517
1657,0.8822092719830344
1665,0.3923083357977102
1666,0.7823471834700008
1676,0.7323590825562903
1678,0.522251570959816
1683,0.5088734285073485
1685,0.06391459827207431
